data_careerId,featured,providerName,updatedAt,resource_tag
63e53d253f747a7a197b9842,"United Way of Northwest Louisiana can help with health, education, financial stability, and essential needs of every person in our community.",United Way of Northwest Louisiana,2024-11-22T03:32:46Z,medical
63e53d253f747a7a197b9842,"United Way of Northwest Louisiana can help with health, education, financial stability, and essential needs of every person in our community.",United Way of Northwest Louisiana,2024-11-22T03:32:46Z,food
63e53d253f747a7a197b9842,"United Way of Northwest Louisiana can help with health, education, financial stability, and essential needs of every person in our community.",United Way of Northwest Louisiana,2024-11-22T03:32:46Z,financial
63e53d253f747a7a197b9842,"United Way of Northwest Louisiana can help with health, education, financial stability, and essential needs of every person in our community.",United Way of Northwest Louisiana,2024-11-22T03:32:46Z,education
63e53d253f747a7a197b9842,"United Way of Northwest Louisiana can help with health, education, financial stability, and essential needs of every person in our community.",United Way of Northwest Louisiana,2024-11-22T03:32:46Z,clothing
63e53d253f747a7a197b9842,"United Way of Northwest Louisiana can help with health, education, financial stability, and essential needs of every person in our community.",United Way of Northwest Louisiana,2024-11-22T03:32:46Z,life resources
63e53d263f747a7a197b9844,"Find tools to help you in your job search, and locate food assistance, Medicaid, and other services.",Ohio Department of Job and Family Services,2024-11-22T03:21:42Z,financial
63e53d263f747a7a197b9844,"Find tools to help you in your job search, and locate food assistance, Medicaid, and other services.",Ohio Department of Job and Family Services,2024-11-22T03:21:42Z,coaching
63e53d263f747a7a197b9844,"Find tools to help you in your job search, and locate food assistance, Medicaid, and other services.",Ohio Department of Job and Family Services,2024-11-22T03:21:42Z,food
63e53d263f747a7a197b9844,"Find tools to help you in your job search, and locate food assistance, Medicaid, and other services.",Ohio Department of Job and Family Services,2024-11-22T03:21:42Z,education
63e53d263f747a7a197b9844,"Find tools to help you in your job search, and locate food assistance, Medicaid, and other services.",Ohio Department of Job and Family Services,2024-11-22T03:21:42Z,childcare
63e53d263f747a7a197b9844,"Find tools to help you in your job search, and locate food assistance, Medicaid, and other services.",Ohio Department of Job and Family Services,2024-11-22T03:21:42Z,medical
63e53d263f747a7a197b9844,"Find tools to help you in your job search, and locate food assistance, Medicaid, and other services.",Ohio Department of Job and Family Services,2024-11-22T03:21:42Z,life resources
63e53d263f747a7a197b9844,"Find tools to help you in your job search, and locate food assistance, Medicaid, and other services.",Ohio Department of Job and Family Services,2024-11-22T03:21:42Z,legal
63e53d283f747a7a197b984a,"Find a job or apprenticeship, learn career skills, meet the requirements of your government benefits, and more.",Ohio Means Jobs,2024-11-22T03:22:21Z,employment services
63e53d283f747a7a197b984a,"Find a job or apprenticeship, learn career skills, meet the requirements of your government benefits, and more.",Ohio Means Jobs,2024-11-22T03:22:21Z,career support
63e53d283f747a7a197b984a,"Find a job or apprenticeship, learn career skills, meet the requirements of your government benefits, and more.",Ohio Means Jobs,2024-11-22T03:22:21Z,2nd chance
63e53d283f747a7a197b984a,"Find a job or apprenticeship, learn career skills, meet the requirements of your government benefits, and more.",Ohio Means Jobs,2024-11-22T03:22:21Z,job search
63e53d283f747a7a197b984a,"Find a job or apprenticeship, learn career skills, meet the requirements of your government benefits, and more.",Ohio Means Jobs,2024-11-22T03:22:21Z,young adults
63e53d283f747a7a197b984a,"Find a job or apprenticeship, learn career skills, meet the requirements of your government benefits, and more.",Ohio Means Jobs,2024-11-22T03:22:21Z,life resources
63e53d283f747a7a197b984a,"Find a job or apprenticeship, learn career skills, meet the requirements of your government benefits, and more.",Ohio Means Jobs,2024-11-22T03:22:21Z,education
63e53d283f747a7a197b984a,"Find a job or apprenticeship, learn career skills, meet the requirements of your government benefits, and more.",Ohio Means Jobs,2024-11-22T03:22:21Z,veterans
63e53d293f747a7a197b984c,"Goodwill helps individuals build skills to find jobs, advance careers and change their lives.",Goodwill Los Angeles,2024-11-22T03:13:48Z,supplies
63e53d293f747a7a197b984c,"Goodwill helps individuals build skills to find jobs, advance careers and change their lives.",Goodwill Los Angeles,2024-11-22T03:13:48Z,clothing
63e53d293f747a7a197b984c,"Goodwill helps individuals build skills to find jobs, advance careers and change their lives.",Goodwill Los Angeles,2024-11-22T03:13:48Z,job search
63e53d293f747a7a197b984c,"Goodwill helps individuals build skills to find jobs, advance careers and change their lives.",Goodwill Los Angeles,2024-11-22T03:13:48Z,young adults
63e53d293f747a7a197b984c,"Goodwill helps individuals build skills to find jobs, advance careers and change their lives.",Goodwill Los Angeles,2024-11-22T03:13:48Z,life resources
63e53d293f747a7a197b984c,"Goodwill helps individuals build skills to find jobs, advance careers and change their lives.",Goodwill Los Angeles,2024-11-22T03:13:48Z,career support
63e53d293f747a7a197b984c,"Goodwill helps individuals build skills to find jobs, advance careers and change their lives.",Goodwill Los Angeles,2024-11-22T03:13:48Z,food
63e53d293f747a7a197b984c,"Goodwill helps individuals build skills to find jobs, advance careers and change their lives.",Goodwill Los Angeles,2024-11-22T03:13:48Z,financial
63e53d293f747a7a197b984c,"Goodwill helps individuals build skills to find jobs, advance careers and change their lives.",Goodwill Los Angeles,2024-11-22T03:13:48Z,coaching
63e53d2a3f747a7a197b984e,"Help for tenant, worker and consumer protections, learn about financial empowerment and much more.",Los Angeles County of Consumer & Business Affairs,2024-11-22T03:19:34Z,food
63e53d2a3f747a7a197b984e,"Help for tenant, worker and consumer protections, learn about financial empowerment and much more.",Los Angeles County of Consumer & Business Affairs,2024-11-22T03:19:34Z,life resources
63e53d2a3f747a7a197b984e,"Help for tenant, worker and consumer protections, learn about financial empowerment and much more.",Los Angeles County of Consumer & Business Affairs,2024-11-22T03:19:34Z,legal
63e53d2a3f747a7a197b984e,"Help for tenant, worker and consumer protections, learn about financial empowerment and much more.",Los Angeles County of Consumer & Business Affairs,2024-11-22T03:19:34Z,financial
63e53d2b3f747a7a197b9852,Use the LA-HOP’s portal to dispatch homeless services to help someone in need or for yourself.,LA-Hop,2024-11-22T03:18:35Z,life resources
63e53d2b3f747a7a197b9852,Use the LA-HOP’s portal to dispatch homeless services to help someone in need or for yourself.,LA-Hop,2024-11-22T03:18:35Z,housing
63e53d2e3f747a7a197b9856,"Explore Northern Nevada careers, training, and family support services.",EmployNV,2024-11-22T03:11:12Z,education
63e53d2e3f747a7a197b9856,"Explore Northern Nevada careers, training, and family support services.",EmployNV,2024-11-22T03:11:12Z,job search
63e53d2e3f747a7a197b9856,"Explore Northern Nevada careers, training, and family support services.",EmployNV,2024-11-22T03:11:12Z,career support
63e53d2e3f747a7a197b9856,"Explore Northern Nevada careers, training, and family support services.",EmployNV,2024-11-22T03:11:12Z,life resources
63e53d2e3f747a7a197b9856,"Explore Northern Nevada careers, training, and family support services.",EmployNV,2024-11-22T03:11:12Z,financial
63e53d2e3f747a7a197b9856,"Explore Northern Nevada careers, training, and family support services.",EmployNV,2024-11-22T03:11:12Z,coaching
63e53d2e3f747a7a197b9858,Good Help Program offers no-cost employment services.,Brooklyn Chamber of Commerce,2024-11-22T02:52:38Z,job search
63e53d303f747a7a197b985c,The Brooklyn Library offers free internet and computers to use for anyone in need.,Brooklyn Public Library,2024-11-22T03:01:33Z,internet
63e53d303f747a7a197b985c,The Brooklyn Library offers free internet and computers to use for anyone in need.,Brooklyn Public Library,2024-11-22T03:01:33Z,supplies
63e53d303f747a7a197b985c,The Brooklyn Library offers free internet and computers to use for anyone in need.,Brooklyn Public Library,2024-11-22T03:01:33Z,life resources
63e53d313f747a7a197b985e,"Find help in NYC with food, money, housing, work, and more on ACCESS NYC.",Access NYC,2024-11-22T02:49:39Z,job search
63e53d313f747a7a197b985e,"Find help in NYC with food, money, housing, work, and more on ACCESS NYC.",Access NYC,2024-11-22T02:49:39Z,housing
63e53d313f747a7a197b985e,"Find help in NYC with food, money, housing, work, and more on ACCESS NYC.",Access NYC,2024-11-22T02:49:39Z,medical
63e53d313f747a7a197b985e,"Find help in NYC with food, money, housing, work, and more on ACCESS NYC.",Access NYC,2024-11-22T02:49:39Z,food
63e53d313f747a7a197b985e,"Find help in NYC with food, money, housing, work, and more on ACCESS NYC.",Access NYC,2024-11-22T02:49:39Z,life resources
63e53d313f747a7a197b985e,"Find help in NYC with food, money, housing, work, and more on ACCESS NYC.",Access NYC,2024-11-22T02:49:39Z,financial
63e53d313f747a7a197b9860,DCA protects and enhances the daily economic lives of NY workers to create thriving communities.,NYC Consumer and Worker Protection,2024-11-22T03:20:43Z,life resources
63e53d313f747a7a197b9860,DCA protects and enhances the daily economic lives of NY workers to create thriving communities.,NYC Consumer and Worker Protection,2024-11-22T03:20:43Z,legal
63e53d313f747a7a197b9860,DCA protects and enhances the daily economic lives of NY workers to create thriving communities.,NYC Consumer and Worker Protection,2024-11-22T03:20:43Z,financial
63e53d353f747a7a197b9864,Use this portal to find and apply for affordable housing opportunities across New York City.,NYC Housing Connect,2024-11-22T03:20:50Z,life resources
63e53d353f747a7a197b9864,Use this portal to find and apply for affordable housing opportunities across New York City.,NYC Housing Connect,2024-11-22T03:20:50Z,housing
63e53d363f747a7a197b9868,"Find tools to help you in your job search, explore career opportunities and sign up for workshops to help develop your professional skills.",PHL Career Portal,2024-11-22T03:23:30Z,education
63e53d363f747a7a197b9868,"Find tools to help you in your job search, explore career opportunities and sign up for workshops to help develop your professional skills.",PHL Career Portal,2024-11-22T03:23:30Z,life resources
63e53d363f747a7a197b9868,"Find tools to help you in your job search, explore career opportunities and sign up for workshops to help develop your professional skills.",PHL Career Portal,2024-11-22T03:23:30Z,job search
63e53d363f747a7a197b9868,"Find tools to help you in your job search, explore career opportunities and sign up for workshops to help develop your professional skills.",PHL Career Portal,2024-11-22T03:23:30Z,coaching
63e53d363f747a7a197b9868,"Find tools to help you in your job search, explore career opportunities and sign up for workshops to help develop your professional skills.",PHL Career Portal,2024-11-22T03:23:30Z,career support
63e53d373f747a7a197b986a,Community Legal Services has provided free civil legal assistance.,Community Legal Services,2024-11-22T03:05:04Z,legal
63e53d373f747a7a197b986a,Community Legal Services has provided free civil legal assistance.,Community Legal Services,2024-11-22T03:05:04Z,life resources
63e53d373f747a7a197b986c,Clarifi empowers individuals to achieve financial resilience.,CLARIFI,2024-11-22T03:02:09Z,life resources
63e53d373f747a7a197b986c,Clarifi empowers individuals to achieve financial resilience.,CLARIFI,2024-11-22T03:02:09Z,financial
63e53d383f747a7a197b986e,"Find resume support, interviewing assistance, job search tools and more!",PA CareerLink®,2024-11-22T03:22:31Z,career support
63e53d383f747a7a197b986e,"Find resume support, interviewing assistance, job search tools and more!",PA CareerLink®,2024-11-22T03:22:31Z,supplies
63e53d383f747a7a197b986e,"Find resume support, interviewing assistance, job search tools and more!",PA CareerLink®,2024-11-22T03:22:31Z,coaching
63e53d383f747a7a197b986e,"Find resume support, interviewing assistance, job search tools and more!",PA CareerLink®,2024-11-22T03:22:31Z,education
63e53d383f747a7a197b986e,"Find resume support, interviewing assistance, job search tools and more!",PA CareerLink®,2024-11-22T03:22:31Z,financial
63e53d383f747a7a197b986e,"Find resume support, interviewing assistance, job search tools and more!",PA CareerLink®,2024-11-22T03:22:31Z,housing
63e53d383f747a7a197b986e,"Find resume support, interviewing assistance, job search tools and more!",PA CareerLink®,2024-11-22T03:22:31Z,food
63e53d383f747a7a197b986e,"Find resume support, interviewing assistance, job search tools and more!",PA CareerLink®,2024-11-22T03:22:31Z,life resources
63e53d383f747a7a197b986e,"Find resume support, interviewing assistance, job search tools and more!",PA CareerLink®,2024-11-22T03:22:31Z,childcare
63e53d383f747a7a197b986e,"Find resume support, interviewing assistance, job search tools and more!",PA CareerLink®,2024-11-22T03:22:31Z,job search
63e53d3a3f747a7a197b9870,"When your mental health is off, and you want to make it better, MHA can help!",Mental Health America,2023-12-20T04:19:07Z,medical
63e53d3a3f747a7a197b9870,"When your mental health is off, and you want to make it better, MHA can help!",Mental Health America,2023-12-20T04:19:07Z,LGBTQIA+
63e53d3b3f747a7a197b9872,"Generations on Line can help elders with various tasks, including using telehealth, the internet, job hunting online, email and more!",Generations on Line,2023-12-20T04:19:07Z,job search
63e53d3b3f747a7a197b9872,"Generations on Line can help elders with various tasks, including using telehealth, the internet, job hunting online, email and more!",Generations on Line,2023-12-20T04:19:07Z,seniors
63e53d3b3f747a7a197b9872,"Generations on Line can help elders with various tasks, including using telehealth, the internet, job hunting online, email and more!",Generations on Line,2023-12-20T04:19:07Z,supplies
63e53d3b3f747a7a197b9872,"Generations on Line can help elders with various tasks, including using telehealth, the internet, job hunting online, email and more!",Generations on Line,2023-12-20T04:19:07Z,internet
63e53d3e3f747a7a197b987c,Sign up for our weekly career coaching sessions to help prepare for your career journey.,SkillUp,2024-12-05T08:11:32Z,coaching
63e53d3f3f747a7a197b987e,"Turn your passion into a business, non-profit, or project. Use code: SKILLUP for free online access!",Girls With Impact,2024-11-22T03:13:22Z,coaching
63e53d3f3f747a7a197b987e,"Turn your passion into a business, non-profit, or project. Use code: SKILLUP for free online access!",Girls With Impact,2024-11-22T03:13:22Z,life resources
63e53d3f3f747a7a197b987e,"Turn your passion into a business, non-profit, or project. Use code: SKILLUP for free online access!",Girls With Impact,2024-11-22T03:13:22Z,education
63e53d3f3f747a7a197b987e,"Turn your passion into a business, non-profit, or project. Use code: SKILLUP for free online access!",Girls With Impact,2024-11-22T03:13:22Z,young adults
63e53d433f747a7a197b9886,CCH provides whole health wellness services to all people regardless of their situation.,Central City Health,2024-11-22T03:02:53Z,housing
63e53d433f747a7a197b9886,CCH provides whole health wellness services to all people regardless of their situation.,Central City Health,2024-11-22T03:02:53Z,career support
63e53d433f747a7a197b9886,CCH provides whole health wellness services to all people regardless of their situation.,Central City Health,2024-11-22T03:02:53Z,2nd chance
63e53d433f747a7a197b9886,CCH provides whole health wellness services to all people regardless of their situation.,Central City Health,2024-11-22T03:02:53Z,employment services
63e53d433f747a7a197b9886,CCH provides whole health wellness services to all people regardless of their situation.,Central City Health,2024-11-22T03:02:53Z,life resources
63e53d433f747a7a197b9886,CCH provides whole health wellness services to all people regardless of their situation.,Central City Health,2024-11-22T03:02:53Z,job search
63e53d433f747a7a197b9886,CCH provides whole health wellness services to all people regardless of their situation.,Central City Health,2024-11-22T03:02:53Z,medical
63e53d443f747a7a197b988a,"Find resources including financial, food, health, housing, internet and much more!",Wayne State University,2024-11-22T03:33:18Z,financial
63e53d443f747a7a197b988a,"Find resources including financial, food, health, housing, internet and much more!",Wayne State University,2024-11-22T03:33:18Z,internet
63e53d443f747a7a197b988a,"Find resources including financial, food, health, housing, internet and much more!",Wayne State University,2024-11-22T03:33:18Z,medical
63e53d443f747a7a197b988a,"Find resources including financial, food, health, housing, internet and much more!",Wayne State University,2024-11-22T03:33:18Z,food
63e53d443f747a7a197b988a,"Find resources including financial, food, health, housing, internet and much more!",Wayne State University,2024-11-22T03:33:18Z,housing
63e53d443f747a7a197b988a,"Find resources including financial, food, health, housing, internet and much more!",Wayne State University,2024-11-22T03:33:18Z,transportation
63e53d443f747a7a197b988a,"Find resources including financial, food, health, housing, internet and much more!",Wayne State University,2024-11-22T03:33:18Z,life resources
63e53d453f747a7a197b988c,Community Action assistance programs in Wayne County and Detroit Michigan.,needhelppayingbills,2024-11-22T03:35:25Z,medical
63e53d453f747a7a197b988c,Community Action assistance programs in Wayne County and Detroit Michigan.,needhelppayingbills,2024-11-22T03:35:25Z,financial
63e53d453f747a7a197b988c,Community Action assistance programs in Wayne County and Detroit Michigan.,needhelppayingbills,2024-11-22T03:35:25Z,life resources
63e53d453f747a7a197b988c,Community Action assistance programs in Wayne County and Detroit Michigan.,needhelppayingbills,2024-11-22T03:35:25Z,transportation
63e53d453f747a7a197b988c,Community Action assistance programs in Wayne County and Detroit Michigan.,needhelppayingbills,2024-11-22T03:35:25Z,food
63e53d453f747a7a197b988c,Community Action assistance programs in Wayne County and Detroit Michigan.,needhelppayingbills,2024-11-22T03:35:25Z,housing
63e53d453f747a7a197b988e,"Find free or low-cost food, shelter, parenting classes,  breastfeeding info, and much more!",Great Start Collaborative,2024-11-22T03:16:17Z,medical
63e53d453f747a7a197b988e,"Find free or low-cost food, shelter, parenting classes,  breastfeeding info, and much more!",Great Start Collaborative,2024-11-22T03:16:17Z,housing
63e53d453f747a7a197b988e,"Find free or low-cost food, shelter, parenting classes,  breastfeeding info, and much more!",Great Start Collaborative,2024-11-22T03:16:17Z,clothing
63e53d453f747a7a197b988e,"Find free or low-cost food, shelter, parenting classes,  breastfeeding info, and much more!",Great Start Collaborative,2024-11-22T03:16:17Z,coaching
63e53d453f747a7a197b988e,"Find free or low-cost food, shelter, parenting classes,  breastfeeding info, and much more!",Great Start Collaborative,2024-11-22T03:16:17Z,financial
63e53d453f747a7a197b988e,"Find free or low-cost food, shelter, parenting classes,  breastfeeding info, and much more!",Great Start Collaborative,2024-11-22T03:16:17Z,food
63e53d453f747a7a197b988e,"Find free or low-cost food, shelter, parenting classes,  breastfeeding info, and much more!",Great Start Collaborative,2024-11-22T03:16:17Z,life resources
63e53d463f747a7a197b9890,"Student parents can access resources such as Housing, Mental health, Child care, Medicaid, and more!",Eastern Kentucky University,2024-11-22T03:09:13Z,housing
63e53d463f747a7a197b9890,"Student parents can access resources such as Housing, Mental health, Child care, Medicaid, and more!",Eastern Kentucky University,2024-11-22T03:09:13Z,food
63e53d463f747a7a197b9890,"Student parents can access resources such as Housing, Mental health, Child care, Medicaid, and more!",Eastern Kentucky University,2024-11-22T03:09:13Z,financial
63e53d463f747a7a197b9890,"Student parents can access resources such as Housing, Mental health, Child care, Medicaid, and more!",Eastern Kentucky University,2024-11-22T03:09:13Z,life resources
63e53d473f747a7a197b9892,Resources are available to help residents of Eastern Kentucky recover from a natural disasters.,American Red Cross,2024-11-22T02:50:32Z,housing
63e53d473f747a7a197b9892,Resources are available to help residents of Eastern Kentucky recover from a natural disasters.,American Red Cross,2024-11-22T02:50:32Z,life resources
63e53d473f747a7a197b9892,Resources are available to help residents of Eastern Kentucky recover from a natural disasters.,American Red Cross,2024-11-22T02:50:32Z,legal
63e53d473f747a7a197b9894,Locate programs and services for job seekers and employers under one roof.,Eastern Kentucky Concentrated Employment Program,2024-11-22T03:09:01Z,career support
63e53d473f747a7a197b9894,Locate programs and services for job seekers and employers under one roof.,Eastern Kentucky Concentrated Employment Program,2024-11-22T03:09:01Z,life resources
63e53d473f747a7a197b9894,Locate programs and services for job seekers and employers under one roof.,Eastern Kentucky Concentrated Employment Program,2024-11-22T03:09:01Z,education
63e53d473f747a7a197b9894,Locate programs and services for job seekers and employers under one roof.,Eastern Kentucky Concentrated Employment Program,2024-11-22T03:09:01Z,networking
63e53d473f747a7a197b9894,Locate programs and services for job seekers and employers under one roof.,Eastern Kentucky Concentrated Employment Program,2024-11-22T03:09:01Z,job search
63e53d483f747a7a197b9896,"Cabinet for Health and Family Services offers access to Family Assistance, Wellness, Medical, and Personal Records.",Team Kentucky,2024-11-22T03:31:01Z,childcare
63e53d483f747a7a197b9896,"Cabinet for Health and Family Services offers access to Family Assistance, Wellness, Medical, and Personal Records.",Team Kentucky,2024-11-22T03:31:01Z,career support
